TimeEntryID,MatterID,AttorneyID,WorkDate,HoursWorked,BillingRate,BillableAmount,Description
TE00359,M0090,A024,2024-01-30,8,450,3600,Performed legal research
TE00360,M0092,A029,2023-07-11,7,600,4200,Reviewed discovery materials
TE00361,M0114,A012,2025-11-30,2,400,800,Drafted correspondence and legal memorandum
TE00362,M0127,A030,2023-09-04,1.5,475,712.5,Coordinated matter planning with client team
TE00363,M0039,A023,2024-05-17,6.5,575,3737.5,Reviewed case documents and prepared analysis
TE00364,M0112,A008,2023-07-13,7,575,4025,Performed legal research
TE00365,M0017,A036,2025-10-27,4.5,375,1687.5,Prepared for witness interview
TE00366,M0105,A002,2026-07-29,3,550,1650,Reviewed discovery materials
TE00367,M0097,A003,2023-07-23,5,425,2125,Reviewed billing and budget status
TE00368,M0034,A022,2026-07-12,5,675,3375,Analyzed regulatory and compliance requirements
TE00369,M0097,A031,2023-08-18,1,650,650,Analyzed regulatory and compliance requirements
TE00370,M0084,A002,2025-05-27,6,550,3300,Drafted correspondence and legal memorandum
TE00371,M0072,A003,2023-09-03,6,425,2550,Drafted correspondence and legal memorandum
TE00372,M0034,A028,2025-10-21,2.5,700,1750,Performed legal research
TE00373,M0119,A005,2024-02-25,5,625,3125,Performed legal research
TE00374,M0056,A008,2024-11-21,6.5,575,3737.5,Reviewed case documents and prepared analysis
TE00375,M0077,A019,2024-01-30,7,725,5075,Conducted client strategy conference
TE00376,M0137,A012,2024-10-09,5,400,2000,Reviewed discovery materials
TE00377,M0076,A010,2024-09-08,4.5,750,3375,Performed legal research
TE00378,M0045,A037,2025-11-17,7,675,4725,Prepared matter status update
TE00379,M0068,A037,2024-03-04,6,675,4050,Conducted client strategy conference
TE00380,M0125,A019,2025-01-04,5.5,725,3987.5,Performed legal research
TE00381,M0082,A012,2024-12-13,5,400,2000,Prepared for witness interview
TE00382,M0147,A034,2023-05-04,4,725,2900,Reviewed billing and budget status
TE00383,M0114,A008,2025-03-08,2.5,575,1437.5,Drafted correspondence and legal memorandum
TE00384,M0128,A004,2024-12-02,6,725,4350,Performed legal research
TE00385,M0067,A024,2023-05-25,2,450,900,Reviewed discovery materials
TE00386,M0064,A007,2024-12-14,6,675,4050,Analyzed regulatory and compliance requirements
TE00387,M0107,A024,2025-06-23,6,450,2700,Drafted correspondence and legal memorandum
TE00388,M0116,A025,2024-08-11,4.5,750,3375,Analyzed regulatory and compliance requirements
TE00389,M0052,A024,2024-07-08,2.5,450,1125,Prepared for witness interview
TE00390,M0096,A020,2026-05-02,5,625,3125,Analyzed regulatory and compliance requirements
TE00391,M0051,A018,2024-10-08,7.5,425,3187.5,Performed legal research
TE00392,M0084,A002,2025-09-15,2.5,550,1375,Drafted correspondence and legal memorandum
TE00393,M0116,A009,2025-07-07,2.5,450,1125,Reviewed case documents and prepared analysis
TE00394,M0046,A005,2024-07-05,4,625,2500,Analyzed regulatory and compliance requirements
TE00395,M0018,A005,2025-08-21,0.5,625,312.5,Analyzed regulatory and compliance requirements
TE00396,M0084,A009,2025-05-06,6.5,450,2925,Prepared for witness interview
TE00397,M0030,A010,2025-01-13,1.5,750,1125,Reviewed billing and budget status
TE00398,M0101,A004,2025-04-20,3,725,2175,Conducted client strategy conference
TE00399,M0057,A026,2024-03-29,6.5,525,3412.5,Prepared matter status update
TE00400,M0101,A018,2025-07-20,7,425,2975,Reviewed discovery materials
TE00401,M0046,A015,2024-12-26,2,475,950,Prepared for witness interview
TE00402,M0076,A014,2026-07-22,6,600,3600,Drafted correspondence and legal memorandum
TE00403,M0143,A022,2026-03-13,5,675,3375,Analyzed regulatory and compliance requirements
TE00404,M0150,A030,2026-03-04,5,475,2375,Conducted client strategy conference
TE00405,M0115,A005,2025-07-04,6.5,625,4062.5,Reviewed billing and budget status
TE00406,M0134,A018,2024-11-17,4.5,425,1912.5,Reviewed discovery materials
TE00407,M0134,A019,2024-05-21,2,725,1450,Conducted client strategy conference
TE00408,M0018,A022,2026-05-04,1,675,675,Analyzed regulatory and compliance requirements
TE00409,M0003,A018,2023-07-03,8,425,3400,Drafted correspondence and legal memorandum
TE00410,M0026,A020,2025-10-28,5,625,3125,Conducted client strategy conference
TE00411,M0086,A030,2025-05-13,3,475,1425,Drafted correspondence and legal memorandum
TE00412,M0126,A022,2025-05-28,6.5,675,4387.5,Reviewed case documents and prepared analysis
TE00413,M0133,A007,2025-10-01,4.5,675,3037.5,Prepared matter status update
TE00414,M0058,A025,2023-11-08,8,750,6000,Analyzed regulatory and compliance requirements
TE00415,M0086,A032,2025-02-21,4,550,2200,Coordinated matter planning with client team
TE00416,M0046,A031,2024-06-09,6,650,3900,Reviewed discovery materials
TE00417,M0111,A005,2026-07-13,8,625,5000,Performed legal research
TE00418,M0030,A030,2026-01-25,0.5,475,237.5,Prepared matter status update
TE00419,M0108,A037,2025-03-12,2,675,1350,Prepared matter status update
TE00420,M0032,A025,2025-09-15,7,750,5250,Prepared for witness interview
TE00421,M0063,A035,2024-12-26,2.5,625,1562.5,Analyzed regulatory and compliance requirements
TE00422,M0064,A019,2025-06-14,5,725,3625,Prepared for witness interview
TE00423,M0038,A008,2023-11-08,1,575,575,Coordinated matter planning with client team
TE00424,M0150,A011,2026-03-21,6,525,3150,Coordinated matter planning with client team
TE00425,M0128,A034,2024-09-18,1,725,725,Conducted client strategy conference
TE00426,M0114,A006,2025-05-15,7,375,2625,Reviewed billing and budget status
TE00427,M0110,A002,2026-04-23,8,550,4400,Prepared for witness interview
TE00428,M0138,A027,2023-12-15,3,400,1200,Prepared matter status update
TE00429,M0035,A032,2026-03-22,4.5,550,2475,Drafted correspondence and legal memorandum
TE00430,M0084,A014,2026-06-06,1.5,600,900,Performed legal research
TE00431,M0107,A020,2025-07-01,2.5,625,1562.5,Analyzed regulatory and compliance requirements
TE00432,M0101,A005,2026-02-07,2.5,625,1562.5,Reviewed discovery materials
TE00433,M0131,A003,2025-10-16,3.5,425,1487.5,Reviewed case documents and prepared analysis
TE00434,M0037,A014,2026-02-26,4.5,600,2700,Coordinated matter planning with client team
TE00435,M0083,A029,2024-08-05,6.5,600,3900,Reviewed case documents and prepared analysis
TE00436,M0073,A012,2026-03-09,3.5,400,1400,Drafted correspondence and legal memorandum
TE00437,M0099,A022,2024-12-28,6.5,675,4387.5,Analyzed regulatory and compliance requirements
TE00438,M0094,A012,2025-11-30,2,400,800,Reviewed case documents and prepared analysis
TE00439,M0024,A014,2024-06-21,7.5,600,4500,Drafted correspondence and legal memorandum
TE00440,M0055,A007,2026-03-27,6,675,4050,Performed legal research
TE00441,M0117,A036,2023-02-07,2.5,375,937.5,Reviewed billing and budget status
TE00442,M0026,A004,2026-07-11,1.5,725,1087.5,Reviewed case documents and prepared analysis
TE00443,M0149,A005,2024-02-15,4.5,625,2812.5,Reviewed billing and budget status
TE00444,M0007,A001,2025-04-07,4,650,2600,Analyzed regulatory and compliance requirements
TE00445,M0025,A019,2024-03-19,3,725,2175,Prepared for witness interview
TE00446,M0114,A022,2024-08-04,3,675,2025,Analyzed regulatory and compliance requirements
TE00447,M0016,A023,2023-04-17,3,575,1725,Drafted correspondence and legal memorandum
TE00448,M0038,A008,2023-07-07,7.5,575,4312.5,Conducted client strategy conference
TE00449,M0132,A025,2025-08-19,6,750,4500,Drafted correspondence and legal memorandum
TE00450,M0029,A001,2025-04-05,2.5,650,1625,Reviewed billing and budget status
TE00451,M0022,A025,2026-01-13,5.5,750,4125,Drafted correspondence and legal memorandum
TE00452,M0076,A028,2023-08-05,2.5,700,1750,Reviewed case documents and prepared analysis
TE00453,M0026,A033,2025-09-10,7.5,425,3187.5,Performed legal research
TE00454,M0130,A015,2025-04-17,6,475,2850,Prepared matter status update
TE00455,M0144,A018,2025-08-01,7.5,425,3187.5,Prepared matter status update
TE00456,M0135,A021,2026-04-09,4.5,375,1687.5,Drafted correspondence and legal memorandum
TE00457,M0010,A015,2025-06-24,2.5,475,1187.5,Drafted correspondence and legal memorandum
TE00458,M0101,A001,2025-11-10,7.5,650,4875,Analyzed regulatory and compliance requirements
TE00459,M0075,A003,2024-01-11,0.5,425,212.5,Analyzed regulatory and compliance requirements
TE00460,M0133,A024,2025-06-20,7,450,3150,Conducted client strategy conference
TE00461,M0120,A011,2026-06-08,7,525,3675,Coordinated matter planning with client team
TE00462,M0125,A011,2026-03-07,3,525,1575,Conducted client strategy conference
TE00463,M0045,A016,2025-06-23,3.5,650,2275,Prepared for witness interview
TE00464,M0081,A024,2025-08-06,2.5,450,1125,Analyzed regulatory and compliance requirements
TE00465,M0139,A013,2023-06-08,6.5,700,4550,Drafted correspondence and legal memorandum
TE00466,M0073,A029,2026-03-06,5,600,3000,Prepared matter status update
TE00467,M0023,A027,2025-07-15,5,400,2000,Performed legal research
TE00468,M0116,A001,2025-01-14,1,650,650,Analyzed regulatory and compliance requirements
TE00469,M0060,A025,2024-07-08,2.5,750,1875,Reviewed discovery materials
TE00470,M0145,A006,2025-11-11,8,375,3000,Reviewed discovery materials
TE00471,M0132,A032,2026-02-27,2,550,1100,Performed legal research
TE00472,M0032,A013,2025-10-28,4.5,700,3150,Coordinated matter planning with client team
TE00473,M0087,A012,2026-02-10,1.5,400,600,Prepared matter status update
TE00474,M0136,A025,2026-02-25,4,750,3000,Prepared for witness interview
TE00475,M0060,A005,2024-08-06,6.5,625,4062.5,Reviewed billing and budget status
TE00476,M0003,A037,2025-01-13,7.5,675,5062.5,Reviewed billing and budget status
TE00477,M0011,A014,2024-06-29,6.5,600,3900,Analyzed regulatory and compliance requirements
TE00478,M0027,A005,2024-06-24,8,625,5000,Coordinated matter planning with client team
TE00479,M0054,A034,2025-12-30,4,725,2900,Prepared for witness interview
TE00480,M0052,A006,2023-08-24,2,375,750,Coordinated matter planning with client team
TE00481,M0148,A025,2025-02-08,4,750,3000,Prepared for witness interview
TE00482,M0046,A028,2025-06-28,1.5,700,1050,Reviewed case documents and prepared analysis
TE00483,M0042,A030,2025-09-06,5,475,2375,Drafted correspondence and legal memorandum
TE00484,M0147,A019,2023-05-18,2.5,725,1812.5,Drafted correspondence and legal memorandum
TE00485,M0076,A001,2024-06-12,2,650,1300,Prepared for witness interview
TE00486,M0068,A004,2023-12-13,2.5,725,1812.5,Reviewed case documents and prepared analysis
TE00487,M0131,A019,2025-12-10,3.5,725,2537.5,Drafted correspondence and legal memorandum
TE00488,M0074,A023,2025-12-06,7,575,4025,Reviewed discovery materials
TE00489,M0003,A017,2025-06-30,1,550,550,Prepared for witness interview
TE00490,M0123,A008,2026-02-12,4.5,575,2587.5,Reviewed case documents and prepared analysis
TE00491,M0030,A022,2025-05-29,3.5,675,2362.5,Analyzed regulatory and compliance requirements
TE00492,M0102,A001,2025-10-01,7.5,650,4875,Coordinated matter planning with client team
TE00493,M0057,A014,2024-12-24,6.5,600,3900,Conducted client strategy conference
TE00494,M0098,A018,2023-12-15,6,425,2550,Reviewed billing and budget status
TE00495,M0018,A027,2025-02-03,2,400,800,Prepared matter status update
TE00496,M0127,A014,2023-06-12,7.5,600,4500,Reviewed billing and budget status
TE00497,M0033,A031,2024-11-10,3,650,1950,Conducted client strategy conference
TE00498,M0123,A035,2026-06-04,6,625,3750,Reviewed discovery materials
TE00499,M0109,A020,2025-03-07,7,625,4375,Performed legal research
TE00500,M0028,A009,2025-05-27,5,450,2250,Reviewed billing and budget status
TE00501,M0109,A027,2025-05-30,7,400,2800,Reviewed discovery materials
TE00502,M0011,A013,2025-01-23,4,700,2800,Performed legal research
TE00503,M0012,A020,2025-11-21,2,625,1250,Reviewed billing and budget status
TE00504,M0096,A011,2025-12-26,0.5,525,262.5,Reviewed case documents and prepared analysis
TE00505,M0136,A014,2026-06-03,7.5,600,4500,Prepared matter status update
TE00506,M0148,A035,2024-08-31,2.5,625,1562.5,Performed legal research
TE00507,M0126,A009,2025-08-05,4.5,450,2025,Prepared for witness interview
TE00508,M0083,A009,2025-07-15,5.5,450,2475,Performed legal research
TE00509,M0036,A007,2025-03-02,6,675,4050,Reviewed billing and budget status
TE00510,M0130,A013,2026-05-07,2.5,700,1750,Analyzed regulatory and compliance requirements
TE00511,M0114,A037,2025-07-14,7,675,4725,Reviewed case documents and prepared analysis
TE00512,M0119,A007,2024-02-02,0.5,675,337.5,Reviewed discovery materials
TE00513,M0101,A024,2026-04-15,5,450,2250,Performed legal research
TE00514,M0090,A028,2024-11-13,3.5,700,2450,Coordinated matter planning with client team
TE00515,M0079,A002,2026-04-11,2.5,550,1375,Prepared matter status update
TE00516,M0009,A003,2023-10-19,3,425,1275,Coordinated matter planning with client team
TE00517,M0085,A012,2026-07-05,3.5,400,1400,Coordinated matter planning with client team
TE00518,M0148,A036,2024-12-28,4,375,1500,Performed legal research
TE00519,M0083,A034,2025-12-16,8,725,5800,Performed legal research
TE00520,M0092,A036,2024-10-14,8,375,3000,Performed legal research
TE00521,M0025,A018,2025-09-07,5.5,425,2337.5,Reviewed billing and budget status
TE00522,M0148,A030,2025-02-26,7.5,475,3562.5,Analyzed regulatory and compliance requirements
TE00523,M0030,A024,2026-02-03,1.5,450,675,Conducted client strategy conference
TE00524,M0107,A006,2025-04-15,6,375,2250,Performed legal research
TE00525,M0136,A029,2025-11-21,6,600,3600,Drafted correspondence and legal memorandum
TE00526,M0144,A015,2024-11-18,0.5,475,237.5,Conducted client strategy conference
TE00527,M0017,A024,2024-01-10,6.5,450,2925,Coordinated matter planning with client team
TE00528,M0001,A016,2025-04-26,0.5,650,325,Coordinated matter planning with client team
TE00529,M0086,A037,2025-03-18,5,675,3375,Prepared matter status update
TE00530,M0062,A036,2024-02-12,8,375,3000,Analyzed regulatory and compliance requirements
TE00531,M0067,A035,2023-02-22,4,625,2500,Analyzed regulatory and compliance requirements
TE00532,M0016,A016,2026-03-08,6.5,650,4225,Prepared matter status update
TE00533,M0091,A010,2024-03-23,6,750,4500,Analyzed regulatory and compliance requirements
TE00534,M0088,A001,2024-03-06,4,650,2600,Reviewed billing and budget status
TE00535,M0125,A029,2024-05-12,1.5,600,900,Analyzed regulatory and compliance requirements
TE00536,M0020,A011,2026-05-03,6.5,525,3412.5,Coordinated matter planning with client team
TE00537,M0106,A014,2025-08-17,1.5,600,900,Drafted correspondence and legal memorandum
TE00538,M0049,A027,2023-05-10,3.5,400,1400,Reviewed billing and budget status
TE00539,M0091,A037,2026-05-14,3.5,675,2362.5,Drafted correspondence and legal memorandum
TE00540,M0083,A004,2024-06-17,4,725,2900,Reviewed case documents and prepared analysis
TE00541,M0017,A003,2024-04-25,3.5,425,1487.5,Coordinated matter planning with client team
TE00542,M0045,A029,2025-08-27,1,600,600,Conducted client strategy conference
TE00543,M0136,A029,2025-11-27,2.5,600,1500,Analyzed regulatory and compliance requirements
TE00544,M0144,A003,2024-06-03,7,425,2975,Drafted correspondence and legal memorandum
TE00545,M0085,A006,2026-06-08,6.5,375,2437.5,Prepared matter status update
TE00546,M0041,A025,2026-07-08,4.5,750,3375,Reviewed discovery materials
TE00547,M0121,A011,2024-08-13,1.5,525,787.5,Reviewed discovery materials
TE00548,M0050,A008,2026-07-29,3,575,1725,Prepared for witness interview
TE00549,M0130,A022,2026-01-18,4,675,2700,Performed legal research
TE00550,M0084,A026,2025-10-02,7.5,525,3937.5,Reviewed case documents and prepared analysis
TE00551,M0147,A031,2023-05-20,6,650,3900,Prepared for witness interview
TE00552,M0092,A018,2024-10-07,2,425,850,Performed legal research
TE00553,M0150,A005,2025-06-07,3.5,625,2187.5,Conducted client strategy conference
TE00554,M0083,A002,2024-08-29,3,550,1650,Conducted client strategy conference
TE00555,M0030,A005,2023-06-21,3.5,625,2187.5,Reviewed case documents and prepared analysis
TE00556,M0034,A008,2026-06-15,3,575,1725,Reviewed discovery materials
TE00557,M0022,A013,2024-09-16,7.5,700,5250,Reviewed case documents and prepared analysis
TE00558,M0113,A021,2026-01-17,5.5,375,2062.5,Prepared for witness interview
TE00559,M0023,A023,2025-05-07,4.5,575,2587.5,Drafted correspondence and legal memorandum
TE00560,M0027,A019,2024-04-16,0.5,725,362.5,Performed legal research
TE00561,M0094,A020,2025-03-04,3,625,1875,Prepared matter status update
TE00562,M0053,A001,2026-05-02,2,650,1300,Performed legal research
TE00563,M0144,A035,2025-03-21,6,625,3750,Conducted client strategy conference
TE00564,M0031,A015,2026-06-29,6.5,475,3087.5,Analyzed regulatory and compliance requirements
TE00565,M0074,A021,2026-06-15,7.5,375,2812.5,Performed legal research
TE00566,M0142,A021,2025-11-15,3,375,1125,Prepared matter status update
TE00567,M0102,A031,2026-03-17,5,650,3250,Analyzed regulatory and compliance requirements
TE00568,M0024,A003,2025-12-07,4.5,425,1912.5,Reviewed case documents and prepared analysis
TE00569,M0073,A029,2025-02-13,6.5,600,3900,Reviewed billing and budget status
TE00570,M0034,A030,2026-04-06,8,475,3800,Reviewed case documents and prepared analysis
TE00571,M0024,A024,2026-04-28,6.5,450,2925,Coordinated matter planning with client team
